soccergames	0	352	Sports	d64_Soccer_Games_1987_Blacksoft_de	Soccer Games
subhunt	0	352	Shoot'em Up	d64_Sub_Hunt_1984_Mastertronic_h_REM	Sub Hunt
weirdworld	0	352	Adventure	Weird_World_1987_The_Last_Science	Weird World
woodpecker	0	352	Arcade	Woodpecker_1987-11-29_The_Scientists	Woodpecker
wulfpack	0	352	Arcade	Wulfpack_1988_IQ_Games_cr_XDS	Wulfpack
shipofdoom	0	352	Adventure	d64_Ship_of_Doom_1984_Artic_Computing	Ship of Doom
android	0	351	Arcade	Android_19xx_Unknown	Android
astralattack	0	351	Shoot'em Up	Astral_Attack_1984_Melbourne_House	Astral Attack
bird	0	351	Shoot'em Up	Bird_1985_Data_Becker_GmbH_de	Bird
champion	0	351	Shoot'em Up	Champion_19xx_-	Champion
fantasyworlddizzy	0	351	Arcade	uta_Fantasy_World_Dizzy_1990_Codemasters_4880	Fantasy World Dizzy
flipperi64	0	351	Arcade	Flipperi_64_1988_MikroBitti_su	Flipperi 64
harryderfensterputzer	0	351	Arcade	Harry_der_Fensterputzer_1986-04-28_Brilliant_Software_Side_B_cr_Migges	Harry der Fensterputzer
heros	0	351	Arcade	Heros_Drei_gegen_das_Inferno_1990_Commodore_Disc_de	Heros: Drei gegen das Inferno
jumpboy	0	351	Arcade	Jump_Boy_1985_Antsoft	Jump Boy
jungletrouble	0	351	Arcade	Jungle_Trouble_1984_Durell_Software	Jungle Trouble
masterpiece	0	351	Strategy	Masterpiece_1989_Digital_Force_The_Last_Science	Masterpiece
minipedes	0	351	Shoot'em Up	Minipedes_1984_Anirog_Software_cr_Nexus	Minipedes
orion	0	351	Brain	d64_Orion_1988_Hewson	Orion
runaway	0	351	Arcade	Runaway_1987_Your_Commodore_cr_Hotline	Runaway
suddendeath	0	351	Cards	d64_Sudden_Death_1995_Loadstar	Sudden Death
trainrobbers	0	351	Arcade	d64_Train_Robbers_1987_Firebird	Train Robbers
sieginafrika	0	351	Strategy	d64_Sieg_in_Afrika_1984_Simulations_Canada	Sieg in Afrika
spacemaze	0	351	Racing	d64_Space_Maze_1987_Wicked_Software	Space Maze
zyrax	0	351	Shoot'em Up	d64_Zyrax_1985_Computer_Video_Games_Magazine	Zyrax
airpilot	0	350	Shoot'em Up	Air_Pilot_1984_Eft_S.R.L._it	Air Pilot
bahnzy	0	350	Shoot'em Up	Bahnzy_1989_Settimana_Games-Edigamma_it	Bahnzy
championshipboxing	0	350	Sports	Championship_Boxing_1985_Sierra_Online	Championship Boxing
chasehq	0	350	Racing	Chase_HQ_1989_Ocean_cr_Alpha_Flight	Chase HQ
connect5	0	350	Brain	Connect_5_19xx_Damage	Connect 5
crush	0	350	Shoot'em Up	Crush_1995_TND	Crush
demondozer	0	350	Racing	Demon_Dozer_19xx_-	Demon Dozer
dragonstrike	0	350	Adventure	Dragon_Strike_1990_SSI_Side_A_cr_RND	Dragon Strike
falchi	0	350	Simulation	Falchi_1987_Pubblirome_it	Falchi
heavymetalsolid	0	350	Shoot'em Up	Heavy_Metal_Solid_2001_TND_Games_FW	Heavy Metal Solid
kaos	0	350	Arcade	Kaos_1987_reLine_Software_cr_Active_Cracking_Crew	Kaos
sabrewulf	0	350	Adventure	Sabre_Wulf_1985_Ultimate_cr_ABC	Sabre Wulf
suicideexpress	0	350	Shoot'em Up	Suicide_Express_1985_Gremlin_Graphics_cr_REM_t_4_REM	Suicide Express
vindicator	0	350	Shoot'em Up	Vindicator_1988_Triad	Vindicator
operationironhawk	0	350	Arcade	d64_Operation_Ironhawk_19xx_Thor_Ranthe	Operation Ironhawk
sga2	0	350	Shoot'em Up	d64_SGA_II_Super_Galaxy_Apocalypse_II_1996_Binary_Zone_PD	SGA II: Super Galaxy Apocalypse II
springvogel	0	350	Arcade	d64_Spring_Vogel_1985_Markt_Technik_de	Spring Vogel
wizardsdoom	0	350	Brain	d64_Wizards_Doom_1990_Loadstar	Wizard's Doom
anterplanter	0	349	Arcade	Anter-Planter_1984_Romik_Software	Anter-Planter
armourdillo	0	349	Shoot'em Up	Armourdillo_1987_CodeMasters_cr_TCS	Armourdillo
baseballmadlib	0	349	Miscellaneous	Baseball_Madlib_1983_CES	Baseball Madlib
bibletbasher	0	349	Arcade	Biblet_Basher_1996_Binary_Zone_PD	Biblet Basher
chernobyl	0	349	Simulation	Chernobyl_1988_Cosmi_cr_ESI_FAC_Decibel	Chernobyl
cueboy	0	349	Sports	Cue_Boy_1993_Codemasters_cr_Vision	Cue Boy
enchantedforest	0	349	Arcade	Enchanted_Forest_1983_General_Masters_Corporation	Enchanted Forest
holyromanempire	0	349	Strategy	Holy_Roman_Empire_The_1985_Kenneth_Haydon	The Holy Roman Empire
kidgrid2	0	349	Arcade	Kid_Grid_II_Kid_vs._Kid_2004_Mathman	Kid Grid II: Kid vs. Kid
kineticconnection	0	349	Brain	Kinetic_Connection_19xx_Electronic_Arts	Kinetic Connection
mahjong	0	349	Brain	d64_Mahjong_1994_Loadstar	Mahjong
miner1861	0	349	Arcade	d64_Miner-1861_1985_-	Miner-1861
penguintower	0	349	Arcade	Penguin_Tower_v2_1994_Problemchild_Productions_cr_ONS	Penguin Tower v2
yellowsubmarine	0	349	Arcade	Yellow_Submarine_1992-12-30_Complex	Yellow Submarine
overlord	0	349	Adventure	d64_Overlord_19xx_The_Guild_Adventure_Software	Overlord
plaguespot	0	349		d64_Plague_Spot_1983_Interface_Publications	Plague Spot
protennistour	0	349	Sports	d64_Pro_Tennis_Tour_1989_Ubi_Soft_h_ASS	Pro Tennis Tour
warriorofrasvol4	0	349	Adventure	d64_Warrior_of_Ras_Vol.IV_Ziggurat_1983_Screenplay	Warrior of Ras Vol.IV: Ziggurat
adventurewithoutname	0	348	Adventure	Adventure_Without_a_Name_19xx_The_Guild_Adventure_Software	Adventure Without a Name
attackofvogons	0	348	Arcade	Attack_of_the_Vogons_1984_Melbourne_House	Attack of the Vogons
bloodhand	0	348	Shoot'em Up	Blood_Hand_1997_Unreal_cr_LXT	Blood Hand
cetimiex	0	348	Arcade	Cetimiex_1999_Mirage_Designs_FW_cr_ORI	Cetimiex
chess70	0	348	Board Game	Chess_7.0_1983_Odesta	Chess 7.0
gold1987	0	348	Strategy	Gold_1987_System_25000_19xx_-	Gold 1987: System 25000
gridcrib	0	348	Educational	Grid_Crib_1985_Your_Commodore_cr_Rio_Baan	Grid Crib
jagdaufdenatomgangster	0	348	Adventure	Jagd_auf_den_Atomgangster_1990_ODS_Electronics_Hannover_de_Side_A_h_TBT	Jagd auf den Atomgangster
molly	0	348	Arcade	Molly_19xx_Polar	Molly
paraassaultcourse	0	348	Arcade	d64_Para_Assault_Course_1989_Zeppelin_Games	Para Assault Course
proeorit	0	348	Brain	Pro_Eorit_1993_-_cr_Force	Pro Eorit
ranarama	0	348	Shoot'em Up	uta_Rana_Rama_1987_Hewson_Consultants_2783	Rana Rama
shanghaikarate2	0	348	Sports	d64_Shanghai_Karate_II_1991_Zenith_Designs	Shanghai Karate II
skatecrazy	0	348	Sports	d64_Skate_Crazy_1988_Gremlin_Graphics	Skate Crazy
spider	0	348	Arcade	d64_Spider_1987_Input_64_h_ASS	Spider
spiritofadventure	0	348	Adventure	d64_Spirit_of_Adventure_1992_Starbyte_Software_de_Disk_1_of_3_Side_A	Spirit of Adventure
timesoflore	0	348	Adventure	Times_of_Lore_1988_Origin_Systems_cr_Ikari	Times of Lore
vectorball	0	348	Arcade	Vector_Ball_1988_Mastertronic_cr_SCG_WHY	Vector Ball
warspite	0	348	Shoot'em Up	d64_Warspite_1988_-_h_FSINC	Warspite
lostworld	0	348	Adventure	d64_Lost_World_The_1993_Atlas_Adventure_Software	The Lost World
oubliette	0	348	Adventure	d64_Oubliette_1983_Bear_Software	Oubliette
rodneytorescue	0	348	Arcade	d64_Rodney_to_the_Rescue_1983_Trelawny_Software	Rodney to the Rescue
buzzword	0	347		Buzzword_1986_The_Buzzword_Game_Company	Buzzword
crosstv	0	347	Brain	Cross_TV_1998_Loadstar	Cross TV
espial	0	347	Shoot'em Up	Espial_1984_Tigervision	Espial
fadetoblack	0	347	Miscellaneous	c64_fade_to_black	fade to black
fifteens	0	347	Cards	Fifteens_1997_Loadstar	Fifteens
morsecodemedley	0	347	Educational	Morse_Code_Medley_1984_RUN-CW_Communications	Morse Code Medley
oncue	0	347	Sports	uta_On_Cue_1987_Mastertronic_Added_Dimension_665	On Cue
pingo	0	347	Arcade	d64_Pingo_19xx_Mentiss_Software	Pingo
rigelsrevenge	0	347	Adventure	uta_Rigels_Revenge_1987_Bulldog_3080	Rigel's Revenge
southernbelle	0	347	Simulation	d64_Southern_Belle_1986_Hewson	Southern Belle
wildride	0	347	Arcade	Wild_Ride_1985_Interceptor_Micros_cr_Institute	Wild Ride
worldsoccerleague	0	347	Sports	d64_World_Soccer_League_1993_EJ_Software	World Soccer League
rattler	0	347	Arcade	d64_Rattler_1984_Atlantis_Software	Rattler
serpent	0	347	Arcade	d64_Serpent_1983_Hans_Meijer_nl	Serpent
typingderby	0	347	Educational	d64_Typing_Derby_1984_Compute	Typing Derby
defend	0	346	Shoot'em Up	Defend_The_1989_Crypt	Defend, The
duonoid	0	346	Arcade	Duonoid_1990_Magic_Disk_t_2_Triad	Duonoid
firefighter64	0	346	Arcade	Fire_Fighter_64_1982_Luna_Software	Fire Fighter 64
flexilotto	0	346	Gambling	Flexi-Lotto_1984_Interface_Publications	Flexi-Lotto
flunky	0	346	Adventure	Flunky_1987_Piranha	Flunky
hombre	0	346	Arcade	Hombre_1985_Load_n_Run_es	Hombre
icemania	0	346	Arcade	Ice_Mania_1996_CP_Verlag_cr_ZigZag	Ice Mania
kickandkill	0	346	Arcade	Kick_and_Kill_1993_Markt_Technik	Kick and Kill
meneerchipnibbel	0	346	Adventure	d64_Meneer_Chip_Nibbel_19xx_Radarsoft_h_1001CC	Meneer Chip Nibbel
monolith	0	346	Shoot'em Up	d64_Monolith_19xx_-	Monolith
mrheli	0	346	Shoot'em Up	Mr._Heli_1989_Firebird_cr_Censor	Mr. Heli
santolus	0	346	Shoot'em Up	Santolus_1988_Commodore_Disc_cr_Zenith	Santolus
sceptreofbaghdaduncut	0	346	Adventure	Sceptre_of_Baghdad_Uncut_1996_Binary_Zone_PD_cr_TriadONS_t_1_TriadONS	Sceptre of Baghdad Uncut
schizofrenia	0	346	Arcade	d64_Schizofrenia_1985_Quicksilva	Schizofrenia
spikeyintransylvania	0	346	Adventure	Spikey_in_Transylvania_1991_Codemasters_cr_M._Fox	Spikey in Transylvania
tankaction	0	346	Shoot'em Up	d64_Tank_Action_1989_CP_Verlag	Tank Action
wildstreets	0	346	Arcade	Wild_Streets_1990_Titus_cr_Phoenix	Wild Streets
zodiac	0	346	Shoot'em Up	d64_Zodiac_1984_Anirog_Software	Zodiac
napoleonatwaterloo	0	346	Strategy	d64_Napoleon_at_Waterloo_1985_Krentek_Software	Napoleon at Waterloo
stress2	0	346	Adventure	d64_Stress_II_1993_Daniel_Himmel_de	Stress II
vaultsofzurich	0	346	Arcade	d64_Vaults_of_Zurich_The_1981_Artworx_Software	The Vaults of Zurich
avampostooasi	0	345	Shoot'em Up	Avamposto_Oasi_1986_Pubblirome_it	Avamposto Oasi
azteco	0	345	Arcade	Azteco_198x_Pubblirome_it	Azteco
blackout	0	345	Arcade	Blackout_1992_Storm	Blackout
bouncy	0	345	Arcade	Bouncy_1995_Nogamas_Software_cr_M8CHR_f_NTSC-PAL	Bouncy
ceviuz	0	345	Shoot'em Up	Ceviuz_19xx_P._Kazlouski	Ceviuz
computerbaccarat	0	345	Cards	Computer_Baccarat_1978_Chuck_Stuart	Computer Baccarat
cosmiccombat	0	345	Shoot'em Up	Cosmic_Combat_1984_Compute	Cosmic Combat
deepvoid	0	345	Brain	Deep_Void_1997_Willow_cr_Alpha_Flight	Deep Void
downhillracer64	0	345	Sports	Downhill_Racer-64_1983_NET_Software	Downhill Racer-64
fallgelb	0	345	Strategy	Fall_Gelb_The_France_Campaign_1940_1985_Simulations_Canada	Fall Gelb: The France Campaign 1940
fountainofyouth	0	345	Adventure	Fountain_of_Youth_The_1984_Flying_Fox_Software	The Fountain of Youth
grandprixmanager	0	345	Racing	Grand_Prix_Manager_19xx_-_cr_WKD	Grand Prix Manager
rollit	0	345	Brain	Roll_It_1990_Markt_Technik_cr_Force	Roll It
scarper	0	345	Shoot'em Up	Scarper_1984_Lothlorien_cr_TCS	Scarper!
spherical	0	345	Arcade	Spherical_1990_Tropic	Spherical
thunderblade	0	345	Shoot'em Up	uta_Thunder_Blade_1988_U.S._Gold_16228	Thunder Blade
tohellandback	0	345	Arcade	To_Hell_and_Back_1988_CRL_cr_Xades	To Hell and Back
tractroopa	0	345	Shoot'em Up	d64_Trac_Troopa_2004_XRayz_Software	Trac Troopa
zepp	0	345	Arcade	Zepp_1992_Double_Density_cr_Intruders	Zepp
maxit	0	345	Brain	d64_Maxit_1981_Harry_J._Saal_de	Maxit
ninemoons	0	345	Shoot'em Up	d64_Nine_Moons_The_19xx_Jeremy_Thorne	The Nine Moons
174	0	344	Cards	174_1985_SS_Soft_de	17+4
adventureintimeandspace	0	344	Adventure	Adventure_in_Time_and_Space_1989_The_Guild_Adventure_Software	Adventure in Time and Space
auto64	0	344	Arcade	Auto_64_1985_Your_Computer-Business_Press_International	Auto 64
bakersdozen	0	344	Cards	Bakers_Dozen_1998_Loadstar	Baker's Dozen
bananadrama	0	344	Strategy	Banana_Drama_1984_Visions_Software	Banana Drama
blob	0	344	Arcade	Blob_1995_CP_Verlag_h_LXTAVT	Blob
boulderdash04	0	344	Arcade	Boulder_Dash_04_1986_First_Star	Boulder Dash 04
cyberdynewarrior	0	344	Shoot'em Up	Cyberdyne_Warrior_1989_Hewson_cr_TSD	Cyberdyne Warrior
deathmaze3	0	344	Adventure	Death_Maze_3_Atlas_Hideout_1999_The_Skull	Death Maze 3: Atlas' Hideout
europeanfootballchamp	0	344	Sports	European_Football_Champ_1991_Domark_cr_Image	European Football Champ
fishmetic	0	344	Arcade	Fish-Metic_1984_Commodore	Fish-Metic
gridsearch	0	344		Grid_Search_1986_Your_Commodore_cr_Rio_Baan	Grid Search
kryptonfactor	0	344	Educational	Krypton_Factor_The_1988_TV_Games_cr_Ikari	Krypton Factor, The
lasvegascasino	0	344	Gambling	Las_Vegas_Casino_1989_Zeppelin_Games_cr_Hotline	Las Vegas Casino
lessthanzero	0	344	Shoot'em Up	Less_Than_Zero_1988_Danish_Broadcasting_System	Less Than Zero
pit	0	344	Arcade	d64_Pit_The_1983_HesWare	The Pit
stopptdencalippofresser	0	344	Shoot'em Up	Stoppt_den_Calippo_Fresser_1992_Comad_cr_Image	Stoppt den Calippo Fresser
uboat26	0	344	Shoot'em Up	d64_U-Boat_26_1983_Compute	U-Boat 26
vioris	0	344	Arcade	Vioris_1993_Binary_Zone_cr_Bronx	Vioris
wizardwilly	0	344	Arcade	d64_Wizard_Willy_1990_Codemasters_h_NatoSTA	Wizard Willy
zenos	0	344	Shoot'em Up	Zenos_1987_Imagez_cr_MCG	Zenos
rugby	0	344	Sports	d64_Rugby_The_World_Cup_1991_Domark	Rugby: The World Cup
verschollen	0	344	Adventure	d64_Verschollen_1985_D._Einars_de	Verschollen
aufwiedersehenpet	0	343	Arcade	Auf_Wiedersehen_Pet_1984_Bob_Carr	Auf Wiedersehen Pet
bomberbarney	0	343	Arcade	Bomber_Barney_1986_Alpha_Software	Bomber Barney
bug	0	343	Arcade	Bug_1989-02-21_Legion	Bug
caesar	0	343	Board Game	Caesar_1984_Markt_Technik_de	Caesar
chickenmaze	0	343	Arcade	Chicken_Maze_1985_Loadstar	Chicken Maze
clonewars	0	343		Clone_Wars_The_1991_CP_Verlag	The Clone Wars
coconuts	0	343	Shoot'em Up	Coconuts_1986_Supernova_cr_ASS	Coconuts
cosmicpirate	0	343	Shoot'em Up	Cosmic_Pirate_1989_Palace_Software	Cosmic Pirate
daleythompsonssupertest	0	343	Sports	Daley_Thompsons_Super-Test_1987_Ocean_cr_REM_t_REM_Docs	Daley Thompson's Super Test
fahrstuhl	0	343		Fahrstuhl_1985_Karlheinz_Herpel_de	Fahrstuhl
guncity	0	343	Shoot'em Up	Gun_City_1992_Depredators_Design_h_A-Team	Gun City
jumpinjimmy	0	343	Arcade	Jumpin_Jimmy_1985_HAL_Unlimited	Jumpin' Jimmy
klondike	0	343	Cards	Klondike_1986_Compute	Klondike
slaine	0	343	Adventure	Slaine_1987_Martech_Games_cr_TG1541	Slaine
swedishboulderdash	0	343	Arcade	Swedish_Boulder_Dash_19xx_Peter_Liepa	Swedish Boulder Dash
trooper	0	343	Shoot'em Up	Trooper_The_1987-04_The_Black_Tulip_The_Dynamite-Crew	Trooper, The
worldseriesbaseball	0	343	Sports	uta_World_Series_Baseball_1989_Hit_Squad_1678	World Series Baseball
repton3	0	343	Arcade	d64_Repton_III_1987_Superior_Software	Repton III
spacetrader64	0	343	Adventure	d64_Space_Trader_64_1983_Doug_Caruthers	Space Trader 64
spesapazza	0	343	Arcade	d64_Spesa_Pazza_1985_Edicola_it	Spesa Pazza!
starpilot	0	343	Shoot'em Up	d64_Star_Pilot_1983_Courbois_Software_nl	Star Pilot
transaction	0	343	Shoot'em Up	d64_Transaction_1999_Frank_Gasking	Transaction
tunnelescape	0	343	Arcade	d64_Tunnel_Escape_1984_Cascade_Games	Tunnel Escape
vychodnibanka	0	343	Strategy	d64_Vychodni_Banka_1990_Gibon_Mise	Vychodni Banka
3dzoom	0	342		3D-Zoom_1996_Mark_D._Rejhon_h_TBTFFU	3D-Zoom
6aus49	0	342	Gambling	6_aus_49_1985_Mario_Walther_de	6 aus 49
aceyducey	0	342	Cards	Acey_Ducey_v2.0_1983_D.Drohman	Acey Ducey v2.0
adventureinatlantis	0	342	Adventure	Adventure_in_Atlantis_19xx_The_Guild_Adventure_Software	Adventure in Atlantis
alps	0	342	Arcade	Alps_1986_Bagnall_B.	Alps
altomedioevo	0	342		Alto_Medioevo_1991_CTO_it	Alto Medioevo
beyonddarkcastle	0	342	Adventure	Beyond_Dark_Castle_1989_Activision_Side_A_cr_CrazyNEC	Beyond Dark Castle
builder	0	342	Arcade	Builder_19xx_The_Skull	Builder
bunnyhop	0	342	Arcade	Bunny_Hop_1984_Compute	Bunny Hop
deathmaze	0	342	Arcade	Death_Maze_1998_The_Skull	Death Maze
galaxyconflict	0	342	Strategy	Galaxy_Conflict_1982_Martech_Games	Galaxy Conflict
lushworld3	0	342	Arcade	d64_Lush_World_3_1995_Peter_Liepa_Lukas_Shambis	Lush World 3
mentalblocks	0	342	Brain	Mental_Blocks_1989_Accolade_cr_INC	Mental Blocks
murphy	0	342	Arcade	uta_Murphy_1984_Mogul_122	Murphy
volleyball	0	342	Sports	d64_Volleyball_1987_Mastertronic	Volleyball
wombles	0	342	Adventure	d64_Wombles_The_1990_-_h_Spherical_Designs	The Wombles
zaga	0	342	Shoot'em Up	Zaga_1984_Kingsoft_cr_Luke_Skywalker	Zaga
piratescove	0	342	Adventure	d64_Pirates_Cove_1986_Mark_Valdron	Pirate's Cove
pong64	0	342	Arcade	d64_Pong_64_1986_Markt_Technik_de	Pong 64
robotrun	0	342	Shoot'em Up	d64_Robot_Run_1983_NET_Software	Robot Run
3dcubert64	0	341	Arcade	3D_Cubert_64_1984_Your_Computer-Business_Press_International	3D Cubert 64
burstingclouds	0	341	Shoot'em Up	Bursting_Clouds_1984_Interface_Publications	Bursting Clouds
cryptogrid102	0	341	Brain	Cryptogrid_102_1992_Loadstar	Cryptogrid #102
dungeon	0	341	Adventure	Dungeon_1989_Markt_Technik_de	Dungeon
giochisenzafrontiere	0	341		Giochi_Senza_Frontiere_19xx_Marco_Borsari_it	Giochi Senza Frontiere
goldenstar1	0	341	Arcade	Golden_Star_1_The_Legend_of_the_Golden_Star_19xx_The_Skull	Golden Star 1: The Legend of the Golden Star
gothmogslair	0	341	Adventure	Gothmogs_Lair_1983_Progressive_Peripherals_Software	Gothmog's Lair
hauntedcastle	0	341	Arcade	Haunted_Castle_The_1985_Ahoy-Ion_International	The Haunted Castle
hellzone2	0	341	Shoot'em Up	Hell_Zone_II_1992_Mason_Carl_cr_Mayhem_t_3	Hell Zone II
hoppodertop	0	341	Educational	Hopp_oder_Top_1992_PCSL_Software_de_Disk_1_of_2_Side_A	Hopp oder Top
hyprachess	0	341	Board Game	Hypra-Chess_1987_Markt_Technik_de	Hypra-Chess
leonardo2001	0	341	Adventure	Leonardo_2001_Die_Odysee_1994_Daniel_Himmel_de	Leonardo 2001: Die Odysee
madrax	0	341	Arcade	Madrax_1993_LK_Avalon_cr_Lithium_Rave	Madrax
raid2000	0	341	Shoot'em Up	d64_Raid_2000_1987_Mirrorsoft	Raid 2000
starquest	0	341	Adventure	Starquest_1989_Acid_Crew	Starquest!
tinytutor	0	341	Educational	Tiny_Tutor_1983_Tiny_Systems_Software	Tiny Tutor
lunarlander3	0	341	Arcade	d64_Lunar_Lander_III_19xx_Binary_Zone_PD	Lunar Lander III
musicmatch2	0	341	Brain	d64_Music_Match_II_The_Revenge_1997_Binary_Zone_PD	Music Match II: The Revenge
vultures	0	341	Shoot'em Up	d64_Vultures_1983_J._Morn_Micros	Vultures
1415puzzle	0	340	Brain	14-15_Puzzle_The_1991_Loadstar	The 14-15 Puzzle
bigleaguebisley	0	340	Cards	Big_League_Bisley_19xx_Loadstar	Big League Bisley
bottrop	0	340	Strategy	Bottrop_The_Game_19xx_International_Software_de	Bottrop: The Game
briscola	0	340	Cards	Briscola_1988_Carlo_Barazzetta_Lorenzo_Barazzetta_it	Briscola
catsandmice	0	340	Arcade	Cats_and_Mice_1992_Compute	Cats and Mice
chomperman	0	340	Arcade	Chomper_Man_1983_Mogul_Communications	Chomper Man
cybotron	0	340	Shoot'em Up	Cybotron_1983_Anirog_Software	Cybotron
delticfleetmanager	0	340	Simulation	Deltic_Fleet_Manager_1986_Dee-Kay_Systems	Deltic Fleet Manager
easyasabc	0	340	Educational	Easy_as_ABC_1984_Springboard	Easy as ABC
howardcoder	0	340	Arcade	Howard_the_Coder_1989_Markt_Technik_de	Howard the Coder
lancelot	0	340	Adventure	Lancelot_1989_Mandarin_Side_A_cr_ZEN	Lancelot
marauder	0	340	Shoot'em Up	Marauder_1988_Hewson_cr_Agile	Marauder
ouch2	0	340	Shoot'em Up	d64_Ouch_2_2002_Mirage_Designs_FW	Ouch! 2
pixiepete	0	340	Arcade	d64_Pixie_Pete_1984_Merlin_Software	Pixie Pete
warlok	0	340	Shoot'em Up	d64_Warlok_1984_Calisto_h_ASS	Warlok
zimsalabim	0	340	Adventure	d64_Zim_Sala_Bim_1984_Melbourne_House	Zim Sala Bim
mazeofdoom	0	340	Arcade	d64_Maze_of_Doom_The_1995_The_Skull	The Maze of Doom
missiledefender	0	340	Shoot'em Up	d64_Missile_Defender_1984_Sunshine_Publications	Missile Defender
rushhour	0	340	Arcade	d64_Rush_Hour_19xx_Binary_Zone_PD	Rush Hour
shuttle	0	340	Arcade	d64_Shuttle_19xx_-	Shuttle
torpedoalley	0	340		d64_Torpedo_Alley_1985_Emerald_Valley_Publishing	Torpedo Alley
ultimatewormgame	0	340	Arcade	d64_Ultimate_Wormgame_The_2001_Christian_Schiller	The Ultimate Wormgame
vager3	0	340	Shoot'em Up	d64_Vager_3_1987_Markt_Technik	Vager 3
stevedavissnooker	0	340	Sports	uta_Steve_s_Snooker_1985_Zafiro_Software_Division_6749	Steve Davis Snooker
axisassassin	0	339	Shoot'em Up	Axis_Assassin_1982_Electronic_Arts	Axis Assassin
cavernsoftundor	0	339	Shoot'em Up	Caverns_of_Tundor_The_1992_RUN-IDG_Communications	The Caverns of Tundor
colourbind	0	339	Brain	Colour_Bind_1988_Mark_Mainwood_cr_Dram	Colour Bind
declem	0	339	Arcade	Declem_1990_CP_Verlag_cr_Force	Declem
fortressunderground	0	339	Shoot'em Up	Fortress_Underground_1987_Kingsoft_cr_Hotline	Fortress Underground
galaxytrader	0	339	Simulation	Galaxy_Trader_1995_Peter_R._Boothman	Galaxy Trader
gameofawari	0	339	Board Game	Game_of_Awari_The_1984_Understanding	The Game of Awari
gauntlet2	0	339	Shoot'em Up	uta_Gauntlet_II_1987_U.S._Gold_997	Gauntlet II
gordiantomb	0	339	Adventure	Gordian_Tomb_1990_CP_Verlag_cr_CAB	Gordian Tomb
icecreamstall	0	339	Strategy	Ice_Cream_Stall_1984_Pyramid_Software	Ice Cream Stall
internationalspeedway	0	339	Racing	International_Speedway_1988_Silverbird_cr_Ikari	International Speedway
skateboardsam	0	339	Sports	d64_Skateboard_Sam_1985_Tronic_Verlag_de	Skateboard Sam
transporter	0	339	Arcade	d64_Transporter_1990_CP_Verlag	Transporter
artillery	0	338	Shoot'em Up	Artillery_1982_Creative_Computing	Artillery
blocky	0	338	Arcade	Blocky_1997_Commodore_Scene	Blocky
camelsinspace	0	338	Shoot'em Up	Camels_in_Space_2001_TND_Games_FW_cr_TND	Camels in Space
captured	0	338	Arcade	Captured_19xx_Captain_Rock	Captured
commodoreforcepinball	0	338	Arcade	Commodore_Force_Pinball_19xx_-_Created_with_PCS	Commodore Force Pinball
countdowntomeltdown	0	338	Adventure	Countdown_to_Meltdown_1984_Mastertronic	Countdown to Meltdown
dareyoupinball	0	338	Arcade	Dare_You_Pinball_19xx_-_Created_with_PCS	Dare You Pinball
demigod	0	338	Adventure	Demigod_1989_-_h_LegendExile	Demigod
grumpsfight	0	338	Shoot'em Up	Grumps_Fight_1989_Players_Software_cr_Conflict	Grump's Fight
hex	0	338	Brain	Hex_19xx_Imaic_Productions	Hex
millenniumassault	0	338	Shoot'em Up	d64_Millennium_Assault_1998_Binary_Zone_PD	Millennium Assault
monkeyseemonkeyspell	0	338	Educational	Monkey_See_Monkey_Spell_1984_Hayden_Software	Monkey See, Monkey Spell
tetrix	0	338	Arcade	d64_Tetrix_1993_576_kByte	Tetrix
treblechampions	0	338	Sports	Treble_Champions_19xx_-_cr_DCS_Federal_Cracking_Crew	Treble Champions
lunattack	0	338	Shoot'em Up	d64_Lunattack_1985_Hewson	Lunattack
mathetest2	0	338	Educational	d64_Mathe-Test_II_1992_Tiger-Crew-Disk_de_PD	Mathe-Test II
smurfrescue	0	338	Arcade	d64_Smurf_Rescue_1984_Courbois_Software_en-nl	Smurf Rescue
squish	0	338	Shoot'em Up	d64_Squish_1997_Binary_Zone_PD	Squish
stroopeffect	0	338	Miscellaneous	d64_Stroop_Effect_The_1992_Loadstar	The Stroop Effect
amphibian	0	337	Arcade	Amphibian_1983_Syrinx	Amphibian
birds	0	337	Shoot'em Up	Birds_The_1994_Single_Density_Software_cr_CHR_t_3_CHR	Birds, The
boulderdeluxecaves1	0	337	Arcade	Boulder_De_Luxe_Caves_1_19xx_Peter_Liepa_Marek_Roth	Boulder De Luxe Caves 1
championship3dsnooker	0	337	Sports	Championship_3D_Snooker_1992_Zeppelin_Games_cr_WOW	Championship 3D Snooker
charliesangles	0	337		Charlies_Angles_2004_-	Charlie's Angles
colortiles	0	337	Brain	Color_Tiles_1987_Softdisk	Color Tiles
gorfship	0	337	Shoot'em Up	Gorf_Ship_19xx_DarkStorm	Gorf Ship
miamidice	0	337	Gambling	d64_Miami_Dice_1986_Bug-Byte_Software	Miami Dice
reactor	0	337	Arcade	Reactor_1991_-_cr_ULT	Reactor
softwarestar	0	337	Strategy	d64_Software_Star_1985_Addictive_Games	Software Star
templeofterror	0	337	Adventure	d64_Temple_of_Terror_1987_U.S._Gold_h_FLT	Temple of Terror
tiebreaker	0	337	Sports	Tiebreaker_1988_Kingsoft_cr_Axiom_One_Softtrade	Tiebreaker
tigertanks	0	337	Shoot'em Up	d64_Tiger_Tanks_1983_Nufekop	Tiger Tanks
